Transparent|透明|Transparent
Town A|町A|Ville A
Town B|町B|Ville B
Town B|町B|Ville B
Village A|村A|Village A
Village A|村A|Village A
Village B|村B|Village B
House (Town)|家（町）|Maison (ville)
Town C|町C|Ville C
Town D|町D|Ville D
Village C|村C|Village C
Village D|村D|Village D
Town E (Desert)|町E（砂漠）|Ville E (désert)
Town E (Desert)|町E（砂漠）|Ville E (désert)
Town F (Desert)|町F（砂漠）|Ville F (désert)
Houses (Village)|家（村）|Maisons (village)
Town A (Snow)|町A（雪）|Ville A (neige)
Town A (Snow)|町A（雪）|Ville A (neige)
Town B (Snow)|町B（雪）|Ville B (neige)
Town B (Snow)|町B（雪）|Ville B (neige)
Town G (Desert)|町G（砂漠）|Ville G (désert)
Town G (Desert)|町G（砂漠）|Ville G (désert)
Large Tent|大きなテント|Grande tente
House (Desert)|家（砂漠）|Maison (desert)
Town C (Snow)|町C（雪）|Ville C (neige)
Town D (Snow)|町D（雪）|Ville D (neige)
Village C (Snow)|村C（雪）|Village C (neige)
Village D (Snow)|村D（雪）|Village D (neige)
Village A (Snow)|村A（雪）|Village A (neige)
Village A (Snow)|村A（雪）|Village A (neige)
Village B (Snow)|村B（雪）|Village B (neige)
House (Snow)|家（雪）|Maison (neige)
Fortress City |城塞都市|Cité fortifiée
Fortress City |城塞都市|Cité fortifiée
Fortress City (Snow)|城塞都市（雪）|Cité fortifiée (neige)
Fortress City (Snow)|城塞都市（雪）|Cité fortifiée (neige)
Large Mansion|大きな屋敷|Grande demeure
Large Mansion|大きな屋敷|Grande demeure
School of Magic|魔法学校|École de magie
School of Magic|魔法学校|École de magie
Fortress City |城塞都市|Cité fortifiée
Fortress City |城塞都市|Cité fortifiée
Fortress City (Snow)|城塞都市（雪）|Cité fortifiée (neige)
Fortress City (Snow)|城塞都市（雪）|Cité fortifiée (neige)
Large Mansion|大きな屋敷|Grande demeure
Large Mansion|大きな屋敷|Grande demeure
School of Magic|魔法学校|École de magie
School of Magic|魔法学校|École de magi
Bridge (H)|橋（横）|Pont (H)
Bridge (V)|橋（縦）|Pont (V)
Collapsed Bridge (H)|崩れた橋（横）|Pont effondré (H)
Collapsed Bridge (V)|崩れた橋（縦）|Pont effondré (V)
Bridge (Snow, H)|橋（雪・横）|Pont (neige, H) 
Bridge (Snow, V)|橋（雪・縦）|Pont (neige, V)
Collapsed Bridge (H)|崩れた橋（横）|Pont brisé (H)
Collapsed Bridge (V)|崩れた橋（縦）|Pont brisé (V)
Tower|塔|Tour
Tower (Ruins)|塔（廃墟）|Tour (ruines)
Tower|塔|Tour
Tower|塔|Tour
Tower (Snow)|塔（雪）|Tour (neige)
Tower|塔|Tour
Temple|神殿|Temple
Temple (Snow)|神殿（雪）|Temple (neige)
Tower|塔|Tour
Tower (Ruins)|塔（廃墟）|Tour (ruines)
Tower|塔|Tour
Tower|塔|Tour
Tower (Snow)|塔（雪）|Tour (neige)
Tower (Ruins)|塔（廃墟）|Tour (ruines)
Temple|神殿|Temple
Temple|神殿|Temple
Castle|城|Château
Castle|城|Château
Castle|城|Château
Castle|城|Château
Fort|砦|Fort
Fort|砦|Fort
Fort|砦|Fort
Fort|砦|Fort
Castle|城|Château
Castle|城|Château
Castle|城|Château
Castle|城|Château
Fort|砦|Fort
Fort|砦|Fort
Fort|砦|Fort
Fort|砦|Fort
Castle|城|Château
Castle|城|Château
Castle|城|Château
Castle|城|Château
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle|城|Château
Castle|城|Château
Castle|城|Château
Castle|城|Château
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle (Ruins)|城（廃墟）|Château (ruines)
Castle (Snow)|城（雪）|Château (neige)
Castle (Snow)|城（雪）|Château (neige
Castle (Snow)|城（雪）|Château (neige)
Castle (Snow)|城（雪）|Château (neige)
Fort (Snow)|砦（雪）|Fort (neige)
Fort (Snow)|砦（雪）|Fort (neige)
Castle (Ruins, Snow)|城（廃墟・雪）|Château (ruines, neige)
Castle (Ruins, Snow)|城（廃墟・雪）|Château (ruines, neige)
Castle (Snow)|城（雪）|Château (neige)
Castle (Snow)|城（雪）|Château (neige)
Castle (Snow)|城（雪）|Château (neige)
Castle (Snow)|城（雪）|Château (neige)
Fort (Snow)|砦（雪）|Fort (neige)
Fort (Snow)|砦（雪）|Fort (neige)
Castle (Ruins, Snow)|城（廃墟・雪）|Château (ruines, neige)
Castle (Ruins, Snow)|城（廃墟・雪）|Château (ruines, neige)
Castle (Walled)|城（城壁）|Château (fortifié)
Castle (Walled)|城（城壁）|Château (fortifié)
Castle (Walled)|城（城壁）|Château (fortifié)
Demon Castle|魔王城|Château démoniaque
Demon Castle|魔王城|Château démoniaque
Cursed Castle|呪われた城|Château maudit
Cursed Castle|呪われた城|Château maudit
Town C (Ruins)|町C（廃墟）|Ville C (ruines)
Castle (Walled)|城（城壁）|Château (fortifié)
Castle (Walled)|城（城壁）|Château (fortifié)
Castle (Walled)|城（城壁）|Château (fortifié)
Demon Castle|魔王城|Château démoniaque
Demon Castle|魔王城|Château démoniaque
Cursed Castle|呪われた城|Château maudit
Cursed Castle|呪われた城|Château maudit
Town F (Ruins)|町F（廃墟）|Ville F (ruines)
Castle (Walled)|城（城壁）|Château (fortifié)
Castle (Walled)|城（城壁）|Château (fortifié)
Castle (Walled)|城（城壁）|Château (fortifié)
Town A (Ruins)|町A（廃墟）|Ville A (ruines)
Town A (Ruins)|町A（廃墟）|Ville A (ruines)
Village A (Ruins)|村A（廃墟）|Village A (ruines)
Village A (Ruins)|村A（廃墟）|Village A (ruines)
House (Ruins)|家（廃墟）|Maison (ruines)
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall (Gate)|城壁（城門）|Rempart (porte)
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Barricades|バリケード|Barricades
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Castle Wall|城壁|Rempart
Lookout Post|やぐら|Tour de guet
Floating Continent (Giant Tree)|浮遊大陸（大樹）|Continent flottant (arbre géant)
Floating Continent (Giant Tree)|浮遊大陸（大樹）|Continent flottant (arbre géant)
Floating Continent|浮遊大陸|Continent flottant
Floating Continent|浮遊大陸|Continent flottant
Floating Continent (Cloud)|浮遊大陸（雲）|Continent flottant (nuage)
Floating Continent (Cloud)|浮遊大陸（雲）|Continent flottant (nuage)
Cloud Land|雲の大地|Plaine de nuage
Cloud Land|雲の大地|Plaine de nuage
Floating Continent (Castle)|浮遊大陸（城）|Continent flottant (château)
Floating Continent (Castle)|浮遊大陸（城）|Continent flottant (château)
Floating Continent|浮遊大陸|Continent flottant
Floating Continent|浮遊大陸|Continent flottant
Floating Continent (Cloud)|浮遊大陸（雲）|Continent flottant (nuage)
Floating Continent (Cloud)|浮遊大陸（雲）|Continent flottant (nuage)
Cloud Land|雲の大地|Plaine de nuage
Cloud Land|雲の大地|Plaine de nuage
Floating Continent (Temple)|浮遊大陸（神殿）|Continent flottant (temple)
Floating Continent (Temple)|浮遊大陸（神殿）|Continent flottant (temple)
Floating Continent (Shadow)|浮遊大陸（影）|Continent flottant (ombre)
Floating Continent (Shadow)|浮遊大陸（影）|Continent flottant (ombre)
Cloud Land (Temple)|雲の大地（神殿）|Plaine de nuage (temple)
Cloud Land (Temple)|雲の大地（神殿）|Plaine de nuage (temple)
Cloud Land (Castle)|雲の大地（城）|Plaine de nuage (château)
Cloud Land (Castle)|雲の大地（城）|Plaine de nuage (château)
